,WeekendTapIn,YearMonth,WeekendTapOut,BusStopCode,WeekdayTapIn,WeekdayTapOut
9020,5104.0,2024-02,5363.0,67569,13440.0,18378.0
9021,893.0,2024-02,2046.0,67571,2994.0,5167.0
9022,2933.0,2024-02,1301.0,67579,8037.0,4260.0
9023,10080.0,2024-02,8510.0,67591,26530.0,21249.0
9024,9168.0,2024-02,8337.0,67599,22363.0,22527.0
9025,44906.0,2024-02,26152.0,67601,136110.0,71498.0
9026,26972.0,2024-02,47916.0,67609,73937.0,147315.0
9027,7073.0,2024-02,1505.0,67611,22830.0,3982.0
9028,1850.0,2024-02,6759.0,67619,4699.0,19936.0
9029,2569.0,2024-02,1232.0,67621,9176.0,4212.0
9030,1539.0,2024-02,4732.0,67629,4385.0,13677.0
9031,3100.0,2024-02,2482.0,67631,8260.0,6144.0
9032,2117.0,2024-02,3958.0,67639,4989.0,10622.0
9033,723.0,2024-02,346.0,67641,2916.0,1178.0
9034,198.0,2024-02,1429.0,67649,702.0,5442.0
9035,647.0,2024-02,661.0,67651,1780.0,2146.0
9036,1188.0,2024-02,1086.0,67659,3380.0,3043.0
9037,10386.0,2024-02,11144.0,67661,29444.0,32321.0
9038,2710.0,2024-02,1956.0,67671,6045.0,5438.0
9039,2953.0,2024-02,515.0,67691,9016.0,2092.0
9040,540.0,2024-02,4717.0,67699,1813.0,16158.0
9041,1409.0,2024-02,2543.0,67701,2820.0,6917.0
9042,259.0,2024-02,1064.0,67711,592.0,1894.0
9043,2345.0,2024-02,515.0,67719,5132.0,1970.0
9044,101.0,2024-02,946.0,67721,383.0,2611.0
9045,891.0,2024-02,121.0,67729,2655.0,675.0
9046,1151.0,2024-02,3576.0,67731,4108.0,13214.0
9047,2710.0,2024-02,788.0,67739,9116.0,2965.0
9048,265.0,2024-02,407.0,67741,527.0,1032.0
9049,4657.0,2024-02,5128.0,67759,14024.0,12259.0
9050,4275.0,2024-02,3084.0,67761,7493.0,5313.0
9051,2514.0,2024-02,4577.0,67769,4638.0,8519.0
9052,202.0,2024-02,666.0,67991,607.0,2013.0
9053,1283.0,2024-02,591.0,67999,3835.0,1624.0
9054,10360.0,2024-02,10268.0,68011,27340.0,29915.0
9055,8006.0,2024-02,9772.0,68019,21915.0,27071.0
9056,5315.0,2024-02,5309.0,68021,12486.0,14602.0
9057,8064.0,2024-02,5854.0,68029,21496.0,14046.0
9058,5147.0,2024-02,6073.0,68031,12732.0,14272.0
9059,4586.0,2024-02,2930.0,68039,11253.0,7445.0
9060,1447.0,2024-02,2013.0,68049,2749.0,5019.0
9061,694.0,2024-02,853.0,68051,1518.0,2232.0
9062,680.0,2024-02,700.0,68059,2068.0,1950.0
9063,50.0,2024-02,281.0,68061,273.0,1558.0
9064,214.0,2024-02,64.0,68069,1547.0,333.0
9065,317.0,2024-02,243.0,68081,792.0,1534.0
9066,181.0,2024-02,274.0,68089,957.0,980.0
9067,985.0,2024-02,995.0,68091,2323.0,3422.0
9068,1380.0,2024-02,1331.0,68099,3460.0,3143.0
9069,118.0,2024-02,217.0,68101,1097.0,2923.0
9070,207.0,2024-02,99.0,68109,2614.0,1171.0
9071,18629.0,2024-02,17814.0,68111,59111.0,48299.0
9072,17232.0,2024-02,17791.0,68119,47916.0,57321.0
9073,282.0,2024-02,463.0,68121,1728.0,3029.0
9074,429.0,2024-02,310.0,68129,3426.0,1376.0
9075,238.0,2024-02,674.0,68131,423.0,2679.0
9076,197.0,2024-02,122.0,68139,253.0,232.0
9077,572.0,2024-02,166.0,68141,4196.0,3814.0
9078,753.0,2024-02,553.0,68149,5786.0,4705.0
9079,397.0,2024-02,190.0,68151,1574.0,1354.0
9080,227.0,2024-02,465.0,68159,1928.0,1662.0
9081,83.0,2024-02,59.0,68161,763.0,895.0
9082,76.0,2024-02,87.0,68169,588.0,543.0
9083,1139.0,2024-02,958.0,68171,3037.0,2208.0
9084,397.0,2024-02,273.0,68179,880.0,280.0
9085,,2024-02,,68181,602.0,1669.0
9086,,2024-02,,68189,654.0,1273.0
9087,,2024-02,,68191,6.0,19.0
9088,,2024-02,,68199,5.0,41.0
9089,152.0,2024-02,21.0,68201,2364.0,77.0
9090,19.0,2024-02,307.0,68209,408.0,2143.0
9091,880.0,2024-02,682.0,68239,2184.0,2174.0
9092,1697.0,2024-02,2155.0,70011,7105.0,6748.0
9093,6861.0,2024-02,6116.0,70019,27233.0,26771.0
9094,2066.0,2024-02,1912.0,70021,13024.0,10244.0
9095,882.0,2024-02,858.0,70029,5396.0,5248.0
9096,5740.0,2024-02,4254.0,70031,27990.0,18149.0
9097,6488.0,2024-02,7971.0,70039,22208.0,36585.0
9098,6696.0,2024-02,8928.0,70041,18027.0,23862.0
9099,5713.0,2024-02,3330.0,70049,14374.0,8656.0
9100,10040.0,2024-02,2861.0,70051,33276.0,11877.0
9101,7764.0,2024-02,14724.0,70059,26995.0,44418.0
9102,1945.0,2024-02,2358.0,70061,6700.0,6964.0
9103,2361.0,2024-02,1486.0,70069,6280.0,6977.0
9104,642.0,2024-02,476.0,70071,3573.0,3107.0
9105,616.0,2024-02,792.0,70079,3197.0,4005.0
9106,933.0,2024-02,1223.0,70081,9203.0,15113.0
9107,1401.0,2024-02,953.0,70089,14476.0,10861.0
9108,398.0,2024-02,148.0,70091,2563.0,1148.0
9109,253.0,2024-02,362.0,70099,1771.0,2981.0
9110,4234.0,2024-02,7670.0,70101,16244.0,30704.0
9111,5865.0,2024-02,3022.0,70109,25041.0,13895.0
9112,2558.0,2024-02,5959.0,70111,8721.0,17031.0
9113,7875.0,2024-02,4169.0,70119,21908.0,13190.0
9114,3285.0,2024-02,4894.0,70121,13150.0,16323.0
9115,2836.0,2024-02,1907.0,70129,8661.0,6549.0
9116,3040.0,2024-02,4371.0,70131,10452.0,12437.0
9117,3274.0,2024-02,1764.0,70139,10735.0,7107.0
9118,1814.0,2024-02,2285.0,70141,10033.0,7652.0
9119,5620.0,2024-02,3943.0,70149,17947.0,13163.0
9120,745.0,2024-02,1892.0,70151,5319.0,7809.0
9121,1511.0,2024-02,6434.0,70161,4600.0,22720.0
9122,7033.0,2024-02,14454.0,70171,18311.0,37065.0
9123,13971.0,2024-02,10471.0,70181,38994.0,28821.0
9124,3353.0,2024-02,4806.0,70191,7802.0,13250.0
9125,3524.0,2024-02,3865.0,70201,10961.0,11880.0
9126,12381.0,2024-02,12665.0,70211,31362.0,32442.0
9127,14830.0,2024-02,7218.0,70221,38125.0,19824.0
9128,7205.0,2024-02,2323.0,70231,29400.0,6273.0
9129,1525.0,2024-02,960.0,70241,9044.0,6320.0
9130,7728.0,2024-02,7664.0,70251,22631.0,22416.0
9131,8347.0,2024-02,8459.0,70259,22511.0,25152.0
9132,4459.0,2024-02,6205.0,70261,14253.0,19288.0
9133,3715.0,2024-02,3214.0,70269,14120.0,12454.0
9134,5823.0,2024-02,7076.0,70271,21076.0,25088.0
9135,6136.0,2024-02,5649.0,70279,30272.0,29742.0
9136,13052.0,2024-02,11063.0,70281,48055.0,43063.0
9137,5358.0,2024-02,6207.0,70289,25489.0,26264.0
9138,4000.0,2024-02,3969.0,70291,18395.0,14964.0
9139,3635.0,2024-02,4256.0,70299,13915.0,22045.0
9140,4150.0,2024-02,3493.0,70301,21648.0,12609.0
9141,2886.0,2024-02,3683.0,70309,14167.0,21921.0
9142,209.0,2024-02,83.0,70311,1337.0,1188.0
9143,87.0,2024-02,370.0,70319,800.0,2526.0
9144,242.0,2024-02,172.0,70321,2773.0,2345.0
9145,327.0,2024-02,504.0,70329,2742.0,3635.0
9146,695.0,2024-02,719.0,70341,5964.0,9628.0
9147,606.0,2024-02,720.0,70349,5837.0,7684.0
9148,52.0,2024-02,126.0,70359,780.0,1448.0
9149,90.0,2024-02,166.0,70361,1073.0,2215.0
9150,6957.0,2024-02,5855.0,70371,25913.0,16571.0
9151,1093.0,2024-02,2608.0,70379,3103.0,6790.0
9152,60.0,2024-02,150.0,70401,340.0,660.0
9153,217.0,2024-02,59.0,70409,719.0,353.0
9154,1766.0,2024-02,869.0,71011,9560.0,6936.0
9155,846.0,2024-02,1242.0,71021,2544.0,6472.0
9156,1590.0,2024-02,1156.0,71029,9019.0,5223.0
9157,528.0,2024-02,195.0,71031,5582.0,607.0
9158,351.0,2024-02,1472.0,71041,3037.0,9384.0
9159,2041.0,2024-02,54.0,71049,7007.0,343.0
9160,1317.0,2024-02,772.0,71051,3972.0,5866.0
9161,675.0,2024-02,1207.0,71059,5505.0,4378.0
9162,1356.0,2024-02,1183.0,71061,3996.0,11336.0
9163,1117.0,2024-02,1847.0,71069,8252.0,6056.0
9164,4332.0,2024-02,4523.0,71071,23603.0,34287.0
9165,4228.0,2024-02,3638.0,71079,34503.0,22599.0
9166,4384.0,2024-02,5400.0,71081,22698.0,32351.0
9167,6092.0,2024-02,4121.0,71089,33476.0,20935.0
9168,19849.0,2024-02,16523.0,71091,64909.0,58539.0
9169,15271.0,2024-02,15966.0,71099,55672.0,56418.0
9170,4288.0,2024-02,1585.0,71101,13042.0,4618.0
9171,1347.0,2024-02,3759.0,71109,6388.0,11541.0
9172,8158.0,2024-02,6540.0,71111,23681.0,18765.0
9173,4380.0,2024-02,7234.0,71119,13175.0,20280.0
9174,5014.0,2024-02,5082.0,71121,16561.0,14210.0
9175,3697.0,2024-02,4821.0,71129,11400.0,15499.0
9176,4037.0,2024-02,4930.0,71131,12288.0,15496.0
9177,7289.0,2024-02,6294.0,71139,23641.0,19450.0
9178,331.0,2024-02,808.0,71141,2592.0,4526.0
9179,661.0,2024-02,471.0,71149,4746.0,4331.0
9180,2082.0,2024-02,1553.0,71151,10204.0,9352.0
9181,1366.0,2024-02,1874.0,71159,6722.0,9823.0
9182,4902.0,2024-02,5010.0,71161,15937.0,15685.0
9183,5695.0,2024-02,7751.0,71169,16828.0,30567.0
9184,78.0,2024-02,189.0,71171,449.0,1408.0
9185,816.0,2024-02,1762.0,71179,6953.0,11012.0
9186,51.0,2024-02,543.0,71181,1146.0,11580.0
9187,560.0,2024-02,53.0,71189,10599.0,1016.0
9188,332.0,2024-02,1493.0,71191,558.0,4064.0
9189,2040.0,2024-02,1345.0,71201,10992.0,7803.0
9190,921.0,2024-02,1607.0,71209,5956.0,9673.0
9191,1316.0,2024-02,759.0,71211,9955.0,6616.0
9192,642.0,2024-02,1130.0,71219,5538.0,8460.0
9193,501.0,2024-02,734.0,71221,1735.0,2041.0
9194,263.0,2024-02,471.0,71229,1648.0,2626.0
9195,832.0,2024-02,2865.0,71291,2384.0,4950.0
9196,3097.0,2024-02,929.0,71299,5601.0,2566.0
9197,113.0,2024-02,298.0,71331,502.0,1025.0
9198,265.0,2024-02,85.0,71339,971.0,498.0
9199,10427.0,2024-02,19529.0,72011,36426.0,57646.0
9200,21949.0,2024-02,10287.0,72019,60176.0,30851.0
9201,3794.0,2024-02,8951.0,72021,10303.0,23811.0
9202,4315.0,2024-02,3930.0,72029,11518.0,10071.0
9203,2834.0,2024-02,9128.0,72031,12095.0,32279.0
9204,9048.0,2024-02,6184.0,72039,31733.0,33037.0
9205,5718.0,2024-02,4292.0,72041,26799.0,14331.0
9206,3087.0,2024-02,3483.0,72049,11112.0,13594.0
9207,2266.0,2024-02,1767.0,72051,16933.0,14450.0
9208,2487.0,2024-02,3497.0,72059,17826.0,22446.0
9209,9759.0,2024-02,14017.0,72061,28657.0,46808.0
9210,14583.0,2024-02,10999.0,72069,47024.0,31820.0
9211,4485.0,2024-02,9973.0,72071,11019.0,25561.0
9212,10660.0,2024-02,4846.0,72079,28346.0,12779.0
9213,301.0,2024-02,673.0,72131,1010.0,1089.0
9214,454.0,2024-02,342.0,72139,866.0,1589.0
9215,149.0,2024-02,248.0,72141,743.0,476.0
9216,230.0,2024-02,170.0,72149,497.0,656.0
9217,510.0,2024-02,387.0,72151,2374.0,1679.0
9218,405.0,2024-02,566.0,72159,1717.0,2719.0
9219,152.0,2024-02,48.0,72161,973.0,86.0
9220,49.0,2024-02,196.0,72169,191.0,1280.0
9221,2948.0,2024-02,3190.0,72171,6457.0,6955.0
9222,2910.0,2024-02,2711.0,72179,6880.0,6709.0
9223,130.0,2024-02,113.0,73019,868.0,1045.0
9224,226.0,2024-02,387.0,73021,1191.0,1533.0
9225,382.0,2024-02,183.0,73029,1458.0,875.0
9226,391.0,2024-02,686.0,73031,2387.0,4096.0
9227,664.0,2024-02,495.0,73039,4161.0,2759.0
9228,886.0,2024-02,1398.0,73041,9907.0,16962.0
9229,525.0,2024-02,99.0,73049,8936.0,1498.0
9230,3327.0,2024-02,2088.0,74009,8729.0,4832.0
9231,225.0,2024-02,75.0,74011,927.0,413.0
9232,36.0,2024-02,33.0,74019,175.0,195.0
9233,106.0,2024-02,99.0,74021,361.0,566.0
9234,66.0,2024-02,47.0,74029,477.0,186.0
9235,376.0,2024-02,479.0,74031,1223.0,1228.0
9236,409.0,2024-02,388.0,74039,1037.0,1085.0
9237,680.0,2024-02,226.0,74041,833.0,954.0
9238,4988.0,2024-02,3015.0,74051,5324.0,5587.0
9239,2889.0,2024-02,4100.0,74059,3917.0,3977.0
9240,303242.0,2024-02,305520.0,75009,874640.0,871504.0
9241,371.0,2024-02,687.0,75019,1078.0,1139.0
9242,1909.0,2024-02,2788.0,75021,4472.0,6555.0
9243,6739.0,2024-02,4548.0,75031,23798.0,17818.0
9244,2671.0,2024-02,4052.0,75039,10866.0,15447.0
9245,1197.0,2024-02,1106.0,75041,3340.0,3334.0
9246,30574.0,2024-02,27215.0,75051,102857.0,83459.0
9247,17154.0,2024-02,19700.0,75059,58044.0,71516.0
9248,1921.0,2024-02,2548.0,75061,4447.0,5310.0
9249,2633.0,2024-02,2005.0,75069,5987.0,4895.0
9250,4548.0,2024-02,1767.0,75071,11998.0,8272.0
9251,1920.0,2024-02,5062.0,75079,9120.0,11866.0
9252,17917.0,2024-02,16972.0,75081,42578.0,39146.0
9253,16615.0,2024-02,15648.0,75089,40269.0,41233.0
9254,2292.0,2024-02,2421.0,75099,5677.0,5764.0
9255,4972.0,2024-02,1295.0,75101,15187.0,3962.0
9256,1782.0,2024-02,5418.0,75109,6086.0,17403.0
9257,3906.0,2024-02,1529.0,75111,13585.0,4391.0
9258,7059.0,2024-02,6505.0,75121,22343.0,20002.0
9259,6504.0,2024-02,4197.0,75129,18809.0,14737.0
9260,14008.0,2024-02,4434.0,75131,43552.0,12302.0
9261,5669.0,2024-02,11545.0,75139,15897.0,33895.0
9262,10310.0,2024-02,6947.0,75141,33005.0,21874.0
9263,3301.0,2024-02,6164.0,75149,11830.0,20204.0
9264,9604.0,2024-02,14278.0,75151,28506.0,44683.0
9265,12941.0,2024-02,8444.0,75159,38855.0,26364.0
9266,2933.0,2024-02,7593.0,75161,9614.0,24959.0
9267,8699.0,2024-02,3126.0,75169,30482.0,9633.0
9268,1408.0,2024-02,1018.0,75171,4707.0,2942.0
9269,2516.0,2024-02,2718.0,75179,7204.0,8112.0
9270,2232.0,2024-02,6090.0,75201,6157.0,15906.0
9271,694.0,2024-02,1439.0,75209,1979.0,4075.0
9272,2199.0,2024-02,1770.0,75219,4969.0,4232.0
9273,5859.0,2024-02,5600.0,75221,20769.0,17973.0
9274,4683.0,2024-02,3225.0,75229,19627.0,17033.0
9275,8975.0,2024-02,10212.0,75231,57674.0,62562.0
9276,7786.0,2024-02,5868.0,75239,55423.0,42812.0
9277,5536.0,2024-02,7657.0,75241,21592.0,27841.0
9278,5822.0,2024-02,2825.0,75249,20785.0,11808.0
9279,9792.0,2024-02,16774.0,75251,29293.0,51577.0
9280,12057.0,2024-02,5853.0,75259,36272.0,18802.0
9281,1751.0,2024-02,6204.0,75261,5424.0,17608.0
9282,3243.0,2024-02,1712.0,75269,9084.0,5069.0
9283,5553.0,2024-02,14831.0,75271,15039.0,44638.0
9284,19604.0,2024-02,6444.0,75279,55766.0,16943.0
9285,4481.0,2024-02,7205.0,75281,12852.0,22619.0
9286,4270.0,2024-02,3529.0,75289,13290.0,8350.0
9287,3071.0,2024-02,3345.0,75291,14303.0,14364.0
9288,3653.0,2024-02,2794.0,75299,12429.0,11691.0
9289,4645.0,2024-02,8312.0,75311,14616.0,17321.0
9290,4359.0,2024-02,3133.0,75319,10026.0,8664.0
9291,2280.0,2024-02,2613.0,75329,6235.0,7480.0
9292,5382.0,2024-02,4440.0,75339,15369.0,12639.0
9293,10866.0,2024-02,11314.0,75341,27471.0,29274.0
9294,11666.0,2024-02,11860.0,75349,29745.0,29613.0
9295,17794.0,2024-02,14336.0,75351,49236.0,37779.0
9296,15803.0,2024-02,25879.0,75359,44061.0,65044.0
9297,3199.0,2024-02,2018.0,75361,15030.0,7349.0
9298,1336.0,2024-02,2930.0,75369,5276.0,11840.0
9299,992.0,2024-02,1455.0,75371,4789.0,6856.0
9300,1150.0,2024-02,896.0,75379,5582.0,3689.0
9301,652.0,2024-02,925.0,75381,3498.0,6351.0
9302,615.0,2024-02,773.0,75391,4303.0,4805.0
9303,419.0,2024-02,468.0,75401,968.0,696.0
9304,957.0,2024-02,709.0,75409,3011.0,1826.0
9305,190.0,2024-02,306.0,75411,56.0,280.0
9306,2402.0,2024-02,1709.0,75419,7438.0,4859.0
9307,193.0,2024-02,365.0,75461,992.0,1986.0
9308,235.0,2024-02,154.0,75469,803.0,606.0
9309,2090.0,2024-02,9178.0,75471,5983.0,27814.0
9310,6075.0,2024-02,1631.0,75479,20222.0,4707.0
9311,1744.0,2024-02,6676.0,75481,7086.0,23204.0
9312,4876.0,2024-02,1548.0,75489,18581.0,7318.0
9313,1760.0,2024-02,3474.0,75491,4820.0,10571.0
9314,2635.0,2024-02,1635.0,75499,8395.0,4509.0
9315,1243.0,2024-02,190.0,75501,4639.0,633.0
9316,87.0,2024-02,408.0,75509,352.0,1180.0
9317,4896.0,2024-02,247.0,75511,14468.0,870.0
9318,125.0,2024-02,2044.0,75519,429.0,6266.0
9319,911.0,2024-02,0.0,75541,2949.0,3.0
9320,20.0,2024-02,2717.0,75549,6.0,7194.0
9321,4592.0,2024-02,71.0,75551,12563.0,181.0
9322,27.0,2024-02,5592.0,75559,55.0,15255.0
9323,8627.0,2024-02,2723.0,75561,24543.0,7662.0
9324,3067.0,2024-02,7865.0,75569,8221.0,22733.0
9325,8430.0,2024-02,907.0,75571,23341.0,3203.0
9326,1345.0,2024-02,6336.0,75579,4105.0,16598.0
9327,3061.0,2024-02,3125.0,75581,7441.0,9687.0
9328,243.0,2024-02,1044.0,75589,885.0,2832.0
9329,1638.0,2024-02,2620.0,75591,4244.0,8882.0
9330,1569.0,2024-02,1551.0,75599,5060.0,3886.0
9331,25277.0,2024-02,16588.0,76031,82153.0,58150.0
9332,17145.0,2024-02,33346.0,76039,61485.0,114379.0
9333,756.0,2024-02,3928.0,76041,4059.0,10347.0
9334,4914.0,2024-02,1049.0,76049,13324.0,3337.0
9335,13307.0,2024-02,33748.0,76051,35101.0,87759.0
9336,26607.0,2024-02,8761.0,76059,73361.0,25954.0
9337,17133.0,2024-02,25096.0,76061,47258.0,70215.0
9338,23612.0,2024-02,14595.0,76069,66665.0,40638.0
9339,12184.0,2024-02,18721.0,76071,35379.0,55671.0
9340,14631.0,2024-02,10181.0,76079,40225.0,27385.0
9341,14542.0,2024-02,16739.0,76081,35595.0,41207.0
9342,15977.0,2024-02,15920.0,76089,37224.0,30445.0
9343,7711.0,2024-02,8027.0,76091,29883.0,23528.0
9344,13196.0,2024-02,9538.0,76099,38302.0,30902.0
9345,31734.0,2024-02,37416.0,76101,86205.0,102376.0
9346,28508.0,2024-02,20438.0,76109,75122.0,53511.0
9347,4729.0,2024-02,3350.0,76111,11423.0,7880.0
9348,3498.0,2024-02,8183.0,76119,9124.0,17867.0
9349,3291.0,2024-02,3429.0,76121,12860.0,12148.0
9350,4076.0,2024-02,3643.0,76129,19009.0,12184.0
9351,12892.0,2024-02,17242.0,76131,42095.0,49335.0
9352,18479.0,2024-02,15770.0,76139,50719.0,45608.0
9353,29934.0,2024-02,20993.0,76141,82687.0,54716.0
9354,11688.0,2024-02,17023.0,76149,29961.0,38847.0
9355,2741.0,2024-02,1308.0,76151,9215.0,3766.0
9356,888.0,2024-02,1664.0,76159,3378.0,7429.0
9357,1035.0,2024-02,1273.0,76161,3099.0,3156.0
9358,616.0,2024-02,1027.0,76169,1634.0,2887.0
9359,807.0,2024-02,2164.0,76171,2443.0,7171.0
9360,1584.0,2024-02,829.0,76179,5656.0,3308.0
9361,3340.0,2024-02,8716.0,76181,8909.0,22656.0
9362,10742.0,2024-02,7273.0,76189,26908.0,18290.0
9363,37897.0,2024-02,29515.0,76191,115324.0,93631.0
9364,29121.0,2024-02,41777.0,76199,88975.0,127563.0
9365,4124.0,2024-02,1886.0,76201,15494.0,8510.0
9366,3053.0,2024-02,4172.0,76209,12510.0,14402.0
9367,6251.0,2024-02,6319.0,76211,22712.0,16608.0
9368,6302.0,2024-02,3834.0,76219,16056.0,10328.0
9369,15504.0,2024-02,7026.0,76221,56510.0,23055.0
9370,4974.0,2024-02,8228.0,76229,12162.0,23431.0
9371,12356.0,2024-02,9757.0,76231,43187.0,34672.0
9372,17025.0,2024-02,19081.0,76239,54608.0,64575.0
9373,16873.0,2024-02,13384.0,76241,54701.0,39382.0
9374,16420.0,2024-02,17033.0,76249,49915.0,55464.0
9375,3807.0,2024-02,2530.0,76251,10245.0,8009.0
9376,2930.0,2024-02,3999.0,76259,8509.0,11837.0
9377,5739.0,2024-02,3971.0,76261,15949.0,13426.0
9378,4280.0,2024-02,5756.0,76269,13380.0,15350.0
9379,5980.0,2024-02,4285.0,76271,21340.0,13537.0
9380,4708.0,2024-02,7859.0,76279,16970.0,25265.0
9381,2746.0,2024-02,2662.0,76281,9919.0,11222.0
9382,4473.0,2024-02,3635.0,76289,14441.0,10695.0
9383,332.0,2024-02,2307.0,76291,758.0,5512.0
9384,1895.0,2024-02,4528.0,76301,4410.0,11967.0
9385,1216.0,2024-02,2786.0,76311,4480.0,8563.0
9386,1571.0,2024-02,2875.0,76319,5858.0,11299.0
9387,2183.0,2024-02,1781.0,76329,6627.0,5174.0
9388,6538.0,2024-02,4400.0,76339,18451.0,12873.0
9389,3202.0,2024-02,1950.0,76341,8800.0,5468.0
9390,1820.0,2024-02,3133.0,76349,5959.0,9907.0
9391,16425.0,2024-02,8783.0,76351,46086.0,25255.0
9392,8329.0,2024-02,15489.0,76359,23635.0,44105.0
9393,9678.0,2024-02,2721.0,76361,32850.0,11535.0
9394,2136.0,2024-02,7940.0,76369,11988.0,28440.0
9395,709.0,2024-02,1061.0,76371,1610.0,2801.0
9396,5007.0,2024-02,3309.0,76391,14508.0,9381.0
9397,2914.0,2024-02,4416.0,76399,8545.0,11416.0
9398,891.0,2024-02,5119.0,76401,1880.0,11728.0
9399,3417.0,2024-02,1022.0,76409,8551.0,2486.0
9400,1275.0,2024-02,4548.0,76411,4998.0,13975.0
9401,3109.0,2024-02,2141.0,76419,9554.0,9185.0
9402,9651.0,2024-02,15078.0,76421,27147.0,43266.0
9403,3718.0,2024-02,2057.0,76429,10631.0,6419.0
9404,623.0,2024-02,830.0,76431,3177.0,2899.0
9405,6194.0,2024-02,5542.0,76439,18836.0,15937.0
9406,577.0,2024-02,1188.0,76441,2100.0,4027.0
9407,5023.0,2024-02,3658.0,76449,15514.0,10302.0
9408,407.0,2024-02,1413.0,76451,926.0,3444.0
9409,5479.0,2024-02,3910.0,76459,14757.0,11409.0
9410,1771.0,2024-02,2662.0,76461,6695.0,9138.0
9411,1910.0,2024-02,2884.0,76469,6829.0,9964.0
9412,1882.0,2024-02,1759.0,76471,6220.0,5953.0
9413,6321.0,2024-02,1818.0,76511,20720.0,4975.0
9414,1921.0,2024-02,5371.0,76519,5376.0,17139.0
9415,989.0,2024-02,3298.0,76521,2929.0,13893.0
9416,3145.0,2024-02,3455.0,76529,10226.0,10068.0
9417,6910.0,2024-02,11470.0,76541,17085.0,35059.0
9418,14104.0,2024-02,9732.0,76549,40176.0,27597.0
9419,9573.0,2024-02,229.0,76551,28330.0,623.0
9420,281.0,2024-02,12677.0,76559,723.0,39902.0
9421,135435.0,2024-02,125953.0,77009,406623.0,376821.0
9422,7018.0,2024-02,12452.0,77011,16877.0,36060.0
9423,9284.0,2024-02,4826.0,77019,26165.0,12929.0
9424,7769.0,2024-02,8218.0,77021,23055.0,24852.0
9425,9682.0,2024-02,7021.0,77029,29046.0,20515.0
9426,21168.0,2024-02,17656.0,77031,66065.0,52287.0
9427,17026.0,2024-02,31254.0,77039,48259.0,93997.0
9428,4033.0,2024-02,3019.0,77041,10298.0,8760.0
9429,3031.0,2024-02,3167.0,77049,8403.0,8005.0
9430,13095.0,2024-02,5816.0,77051,38052.0,15354.0
9431,6161.0,2024-02,11448.0,77059,16577.0,31831.0
9432,2091.0,2024-02,1013.0,77061,5143.0,3305.0
9433,917.0,2024-02,2166.0,77069,2978.0,5860.0
9434,5818.0,2024-02,3798.0,77071,17840.0,10258.0
9435,2651.0,2024-02,1533.0,77079,6615.0,2529.0
9436,218.0,2024-02,163.0,77081,231.0,980.0
9437,78.0,2024-02,108.0,77089,270.0,87.0
9438,45.0,2024-02,767.0,77091,86.0,2208.0
9439,426.0,2024-02,26.0,77099,1162.0,43.0
9440,75.0,2024-02,608.0,77101,538.0,1528.0
9441,732.0,2024-02,9.0,77109,1087.0,26.0
9442,421.0,2024-02,1808.0,77111,314.0,992.0
9443,1710.0,2024-02,45.0,77119,776.0,33.0
9444,2204.0,2024-02,1614.0,77129,2453.0,2486.0
9445,787.0,2024-02,1797.0,77131,2755.0,5041.0
9446,1730.0,2024-02,569.0,77139,6753.0,2030.0
9447,438.0,2024-02,2687.0,77141,1848.0,8949.0
9448,721.0,2024-02,759.0,77161,2782.0,1986.0
9449,2275.0,2024-02,2366.0,77169,9445.0,8668.0
9450,4957.0,2024-02,9527.0,77171,7811.0,26977.0
9451,5942.0,2024-02,8276.0,77179,16713.0,19931.0
9452,2174.0,2024-02,2791.0,77181,6900.0,7801.0
9453,936.0,2024-02,1364.0,77189,2087.0,3326.0
9454,3062.0,2024-02,3440.0,77191,9479.0,10227.0
9455,2349.0,2024-02,2242.0,77199,7188.0,6346.0
9456,7660.0,2024-02,12584.0,77201,19329.0,40499.0
9457,8986.0,2024-02,6282.0,77209,25416.0,16610.0
9458,3181.0,2024-02,5457.0,77211,10454.0,16434.0
9459,3487.0,2024-02,2743.0,77219,12060.0,7578.0
9460,2115.0,2024-02,3705.0,77221,6519.0,11330.0
9461,1550.0,2024-02,1280.0,77231,12413.0,12701.0
9462,3769.0,2024-02,2486.0,77239,20143.0,15218.0
9463,3987.0,2024-02,3519.0,77241,11994.0,11470.0
9464,5066.0,2024-02,4399.0,77249,17830.0,14598.0
9465,1528.0,2024-02,3290.0,77251,4667.0,10059.0
9466,2865.0,2024-02,1196.0,77259,8888.0,2931.0
9467,1290.0,2024-02,1884.0,77261,4370.0,6201.0
9468,1398.0,2024-02,778.0,77269,4505.0,2718.0
9469,3517.0,2024-02,3222.0,77271,12640.0,10766.0
9470,2862.0,2024-02,2930.0,77279,10412.0,11412.0
9471,14272.0,2024-02,17238.0,77281,39736.0,43352.0
9472,24184.0,2024-02,20046.0,77289,62344.0,60406.0
9473,4903.0,2024-02,4725.0,77291,15061.0,14097.0
9474,1378.0,2024-02,2397.0,77301,4110.0,7186.0
9475,2241.0,2024-02,1504.0,77309,6581.0,4215.0
9476,2735.0,2024-02,4134.0,77311,13006.0,16586.0
9477,3233.0,2024-02,2203.0,77319,14273.0,10072.0
9478,4129.0,2024-02,5011.0,77321,12440.0,15364.0
9479,270.0,2024-02,1335.0,77329,870.0,3687.0
9480,15157.0,2024-02,8939.0,77331,54797.0,27246.0
