,Description,RoadName,Longitude,Latitude,BusStopCode,LinkID
2851,Blk 244,Ang Mo Kio Ave 1,103.83404076959498,1.36728801688172,54061,103055907
2852,Opp Blk 244,Ang Mo Kio Ave 1,103.83405562626136,1.36691997150676,54069,103055907
2853,Blk 310C,Ang Mo Kio Ave 1,103.84490672378502,1.36433664907741,54071,103085414
2854,OPP BLK 315,Ang Mo Kio Ave 1,103.84585916699372,1.36389805596869,54079,103085418
2855,TECK GHEE CT,Ang Mo Kio Ave 1,103.84786694396756,1.36358972199933,54081,103085422
2856,OPP ANG MO KIO SWIM CPLX,Ang Mo Kio Ave 1,103.8484911674186,1.36297001065247,54089,103085422
2857,BLK 331,Ang Mo Kio Ave 1,103.85092799797832,1.36167975047647,54091,103067635
2858,OPP BLK 333,Ang Mo Kio Ave 1,103.85104805596896,1.36118777797342,54099,103067635
2859,Aft Ang Mo Kio Ave 10,Ang Mo Kio Ave 1,103.85465761724518,1.35732097800984,54101,103089578
2860,Bef Ang Mo Kio Ave 10,Ang Mo Kio Ave 1,103.85433890252276,1.35708169204878,54109,103089578
2861,Opp Blk 255,Ang Mo Kio St 11,103.83482933088284,1.37107664581619,54161,103044598
2862,Blk 255,Ang Mo Kio St 11,103.83476694396748,1.37089833300275,54169,103044598
2863,Mayflower Stn Exit 6,Ang Mo Kio Ave 4,103.83653495602836,1.37053305192374,54181,103096143
2864,Mayflower Stn Exit 5,Ang Mo Kio Ave 4,103.83679073259783,1.37046966291161,54189,103096143
2865,Mayflower Stn Exit 2,Ang Mo Kio Ave 4,103.83756404776229,1.37447193336668,54191,103000331
2866,Bef Mayflower Stn Exit 3,Ang Mo Kio Ave 4,103.83767277798232,1.37430000000968,54199,103000331
2867,OPP BLK 155,Ang Mo Kio Ave 4,103.839271,1.375969,54201,103091826
2868,BET BLKS 152/155,Ang Mo Kio Ave 4,103.83952322759048,1.37638119735545,54209,103000206
2869,Mayflower Sec Sch,Ang Mo Kio Ave 3,103.83634833298528,1.36861222198461,54211,103088595
2870,Opp Mayflower Sec Sch,Ang Mo Kio Ave 3,103.83679395921904,1.36880777071199,54219,103108363
2871,Opp Ang Mo Kio Pr Sch,Ang Mo Kio Ave 3,103.83959341119169,1.36995608006054,54221,103078571
2872,Ang Mo Kio Pr Sch,Ang Mo Kio Ave 3,103.83993274827546,1.36960577947339,54229,103078571
2873,Blk 129,Ang Mo Kio Ave 3,103.84193909880943,1.36966012463918,54231,103100198
2874,Blk 209,Ang Mo Kio Ave 3,103.84332015576304,1.369186093503,54239,103085539
2875,Blk 700B,Ang Mo Kio Ave 3,103.84618005827468,1.36913518643274,54241,103085542
2876,Blk 322,Ang Mo Kio Ave 3,103.84719306132868,1.36873836498602,54247,103078602
2877,Blk 324,Ang Mo Kio Ave 3,103.84661006967286,1.36875490594243,54248,103085546
2878,Aft Grandeur 8,Ang Mo Kio Ave 5,103.84617199453344,1.37689002832989,54251,103112787
2879,Opp Grandeur 8,Ang Mo Kio Ave 5,103.84628222196814,1.3772094440158,54259,103112787
2880,Aft Ang Mo Kio Stn Exit A,Ang Mo Kio Ave 3,103.85075454495572,1.36946941916508,54261,103112803
2881,Opp Ang Mo Kio Stn,Ang Mo Kio Ave 3,103.85111893571649,1.36921006543476,54269,103112803
2882,Blk 586,Ang Mo Kio Ave 3,103.85356664655984,1.36996326781056,54271,103109139
2883,Blk 427,Ang Mo Kio Ave 3,103.85404760550172,1.36968919033429,54279,103109139
2884,Blk 570,Ang Mo Kio Ave 3,103.855165,1.369694,54281,103087339
2885,Blk 452,Ang Mo Kio Ave 3,103.855987,1.369149,54289,103115655
2886,Blk 564,Ang Mo Kio Ave 3,103.85886147831552,1.36918861426324,54291,103088562
2887,Opp Blk 565,Ang Mo Kio Ave 3,103.8583265688086,1.36890152697813,54299,103088562
2888,Blk 5022,Ang Mo Kio Ave 3,103.86284675062744,1.37019500530585,54301,103078470
2889,Opp Blk 5022,Ang Mo Kio Ave 3,103.86306604022435,1.36988835306854,54309,103078470
2890,Blk 332,Ang Mo Kio Ave 8,103.85257506359628,1.36143610819625,54311,103064386
2891,Opp Christ The King Ch,Ang Mo Kio Ave 8,103.85305482306448,1.36205969144532,54319,103064383
2892,Blk 354,Ang Mo Kio Ave 8,103.85237785571756,1.3639846735447,54321,103039050
2893,Blk 420,Ang Mo Kio Ave 8,103.85247983714416,1.36449772525141,54329,103039046
2894,Blk 346,Ang Mo Kio Ave 8,103.85056845375878,1.36719473720813,54331,103000602
2895,Blk 422,Ang Mo Kio Ave 8,103.85057966582929,1.3678447007404,54339,103000607
2896,Opp Blk 504,Ang Mo Kio Ave 8,103.84782467173312,1.37462142095238,54341,108003386
2897,Blk 504,Ang Mo Kio Ave 8,103.84810527802902,1.37477333299627,54349,108002734
2898,Nanyang Poly,Ang Mo Kio Ave 5,103.85003474200924,1.37647777885877,54351,104007278
2899,Blk 502,Ang Mo Kio Ave 5,103.8499921086812,1.37615334768079,54359,104007278
2900,Opp Blk 4025,Ang Mo Kio Ind Pk 1,103.85588277797046,1.35874638898802,54369,103044556
2901,Blk 409 Mkt/FC,Ang Mo Kio Ave 10,103.85568284134344,1.36238306289968,54371,103039015
2902,Blk 475,Ang Mo Kio Ave 10,103.85594804936484,1.36288998904353,54379,103039010
2903,Blk 443,Ang Mo Kio Ave 10,103.85608617430734,1.3657416739059,54381,103039043
2904,Blk 465,Ang Mo Kio Ave 10,103.85660537812753,1.36638973614786,54389,103039038
2905,Aft Ang Mo Kio Int,Ang Mo Kio Ave 8,103.8482886110145,1.37161972202016,54391,103092287
2906,Bef Ang Mo Kio Stn Exit B,Ang Mo Kio Ave 8,103.848661116474,1.37137302300723,54399,103092287
2907,Blk 522,Ang Mo Kio St 52,103.8516353477965,1.3729466814704,54401,103058854
2908,Opp Blk 522,Ang Mo Kio St 52,103.85213888899418,1.37270833297137,54409,103058875
2909,Blk 527,Ang Mo Kio St 52,103.8542291670297,1.37235305596731,54411,103058851
2910,Opp Blk 527,Ang Mo Kio St 52,103.8548909469337,1.37206167776818,54419,103024266
2911,Blk 561,Ang Mo Kio St 54,103.85818,1.370344,54429,103039062
2912,Blk 549,Ang Mo Kio St 54,103.85715387505564,1.37328474238491,54439,103039035
2913,Blk 507,Ang Mo Kio St 53,103.85076922983178,1.37418169489017,54441,103064122
2914,Opp Blk 507,Ang Mo Kio St 53,103.8508895505374,1.3746081045073,54449,103064118
2915,Blk 643,Ang Mo Kio Ave 5,103.84059645206445,1.37723501808517,54451,103116730
2916,Blk 151,Ang Mo Kio Ave 5,103.84120098441312,1.37693336122245,54459,103116730
2917,Blk 649,Ang Mo Kio Ave 5,103.84339938777067,1.37747997146347,54461,104008939
2918,Opp Blk 649,Ang Mo Kio Ave 5,103.84349683756662,1.3772016702489,54469,104008939
2919,Opp Blk 538,Ang Mo Kio Ave 5,103.853296559924,1.37613470846106,54471,103105055
2920,Blk 538,Ang Mo Kio Ave 5,103.853200441537,1.37579335077466,54479,103105055
2921,Ite Coll Ctrl,Ang Mo Kio Ave 5,103.855765341723,1.37599497932237,54481,103078562
2922,Opp Ite Coll Ctrl,Ang Mo Kio Ave 5,103.855423,1.375675,54489,103078562
2923,Aft CTE,Ang Mo Kio Ave 5,103.86010323265268,1.37717165299187,54491,103112790
2924,Bef CTE,Ang Mo Kio Ave 5,103.86055355422364,1.37700806651463,54499,103082287
2925,Opp AMK Ind Pk 2,Ang Mo Kio Ave 5,103.8626630559814,1.37787138898682,54501,103109063
2926,Aft Blk 5000,Ang Mo Kio Ave 5,103.86257049780347,1.37758835823729,54509,103109063
2927,Blk 5028,Ang Mo Kio Ind Pk 2,103.86344756349828,1.37167638225112,54511,103030374
2928,Opp Blk 5023,Ang Mo Kio Ind Pk 2,103.86373555598496,1.37121805600151,54519,103044602
2929,Blk 5046,Ang Mo Kio Ind Pk 2,103.86288750616448,1.37342640743158,54521,103032811
2930,Opp Blk 5043,Ang Mo Kio Ind Pk 2,103.86303621815657,1.3733597291276,54529,103032811
2931,OPP BISHAN PK,Bishan Rd,103.85132688003488,1.35839974282084,54531,103001150
2932,BISHAN PK,Bishan Rd,103.85104805599867,1.35857111103202,54539,103001150
2933,Blk 532,Ang Mo Kio Ave 10,103.85491933752174,1.37425472964633,54571,103069646
2934,Blk 540,Ang Mo Kio Ave 10,103.85483080978987,1.37487817367914,54579,103064130
2935,Blk 574,Ang Mo Kio Ave 10,103.85665833302312,1.37105833303092,54581,103058991
2936,Blk 555,Ang Mo Kio Ave 10,103.85671893941708,1.37173441613541,54589,103058987
2937,Opp Blk 5060,Ang Mo Kio Ind Pk 2,103.8617738890253,1.37530666700034,54591,103031359
2938,Blk 5056,Ang Mo Kio Ind Pk 2,103.86180138897764,1.37489472202166,54599,103020027
2939,Townsville Pr Sch,Ang Mo Kio Ave 10,103.85514583300495,1.35942138902131,54601,103058454
2940,Opp Townsville Pr Sch,Ang Mo Kio Ave 10,103.8552925000032,1.3593577779887,54609,103058454
2941,BLK 220,Ang Mo Kio Ave 1,103.84057417396242,1.36489470522366,54611,103087182
2942,OPP BLK 220,Ang Mo Kio Ave 1,103.84050288513411,1.36467168386173,54619,103087182
2943,BLK 223,Ang Mo Kio Ave 1,103.837730713056,1.36595331171712,54621,103109051
2944,OPP BLK 223,Ang Mo Kio Ave 1,103.83801666007231,1.3655880696456,54629,103109051
2945,Bef Ang Mo Kio Ind Pk 2A,Ang Mo Kio Ind Pk 2,103.86697522711312,1.37702166744619,54631,103024183
2946,Sing Ind Cplx,Ang Mo Kio Ind Pk 2,103.864609061163,1.37573967362754,54641,103033166
2947,Opp Techplace 2,Ang Mo Kio Ave 5,103.86551861831312,1.37854275740549,54651,103067594
2948,Techplace 2,Ang Mo Kio Ave 5,103.86686274044776,1.37834008020794,54659,103074686
2949,Ang Mo Kio Depot,Ang Mo Kio St 63,103.84757704926118,1.38589831101442,55009,103027046
2950,Bef Lentor Stn Exit 5,Yio Chu Kang Rd,103.835704,1.382262,55011,103091230
2951,Aft Lentor Stn Exit 4,Yio Chu Kang Rd,103.836047,1.382212,55019,103091230
2952,OPP SEASONS PK,Yio Chu Kang Rd,103.83872706499656,1.3857011784032,55021,103116690
2953,SEASONS PK,Yio Chu Kang Rd,103.83917105055716,1.38565193733046,55029,103116690
2954,Opp NCS Hub,Yio Chu Kang Rd,103.84360331162512,1.38944774212221,55031,103080374
2955,NCS Hub,Yio Chu Kang Rd,103.84383135324572,1.3891573228776,55039,103080374
2956,Aft AMK St 64/Apple SG,Yio Chu Kang Rd,103.84602799523668,1.39122406741106,55041,108003362
2957,Bef AMK St 64/Apple SG,Yio Chu Kang Rd,103.84659281119058,1.39110547694961,55049,108003362
2958,Opp ST Electronics,Yio Chu Kang Rd,103.848962,1.3924,55051,103079822
2959,ST Electronics,Yio Chu Kang Rd,103.84909518015895,1.3920822654425,55059,103079822
2960,Bef Econ Medicare Ctr,Yio Chu Kang Rd,103.85261828242731,1.39246274085167,55071,103109466
2961,Aft Econ Medicare Ctr,Yio Chu Kang Rd,103.853366,1.391952,55079,103091275
2962,Opp Sunrise Gdns,Yio Chu Kang Rd,103.8559732827973,1.39177133420779,55081,103079779
2963,Aft Sunrise Gdns,Yio Chu Kang Rd,103.85630398734284,1.39129403706334,55089,103079779
2964,Opp Serenity Pk,Yio Chu Kang Rd,103.85967918415774,1.3909401415525,55101,103092494
2965,Serenity Pk,Yio Chu Kang Rd,103.8599334800352,1.39049447273752,55109,103092482
2966,Blk 180,Ang Mo Kio Ave 5,103.83777368753996,1.37695556267127,55111,103116762
2967,Blk 617,Ang Mo Kio Ave 5,103.8378470631113,1.37728530731209,55119,103116762
2968,Opp Blk 604,Ang Mo Kio Ave 5,103.83519777802984,1.37943138901774,55121,103114294
2969,Blk 604,Ang Mo Kio Ave 5,103.83549938754196,1.37955302001994,55129,103114294
2970,BLK 612,Ang Mo Kio Ave 4,103.8396597025406,1.37986282047018,55131,103046678
2971,BLK 641,Ang Mo Kio Ave 4,103.84007487448596,1.37894011617745,55139,103000090
2972,OPP BLK 622,Ang Mo Kio Ave 4,103.83902055596756,1.38151305598601,55141,103046675
2973,BLK 622,Ang Mo Kio Ave 4,103.8392680559805,1.38147638900431,55149,103046675
2974,Ang Mo Kio Comm Hosp,Ang Mo Kio Ave 9,103.8403312479222,1.3833944010563,55151,103064094
2975,Opp Ang Mo Kio Comm Hosp,Ang Mo Kio Ave 9,103.84065,1.383362,55159,103046683
2976,Opp Yio Chu Kang Cc,Ang Mo Kio St 61,103.84100233602072,1.38123639226093,55169,103092291
2977,Castle Green,Ang Mo Kio Ave 6,103.8429056,1.385783333,55171,103077694
2978,Opp Castle Green,Ang Mo Kio Ave 6,103.8431694,1.385991667,55179,103077694
2979,Opp Yio Chu Kang Stn,Ang Mo Kio Ave 6,103.84389230276943,1.38143251435794,55181,103115718
2980,Yio Chu Kang Stn,Ang Mo Kio Ave 6,103.844225,1.382955556,55189,103089559
2981,Blk 645,Ang Mo Kio St 61,103.8426631996752,1.3795247679563,55199,103092294
2982,Aft Blk 648,Ang Mo Kio Ave 6,103.8443777268119,1.37859113966821,55201,103089287
2983,Opp Blk 646,Ang Mo Kio Ave 6,103.84468444401315,1.37863166702811,55209,103089287
2984,Aft Ang Mo Kio Fire Stn,Ang Mo Kio St 62,103.845539,1.386216,55211,103102787
2985,Bef Ang Mo Kio Ave 9,Ang Mo Kio St 62,103.8459306339141,1.38560725163314,55219,103102791
2986,Aft Ang Mo Kio St 62,Ang Mo Kio St 64,103.84621115886938,1.38779002795173,55221,103028387
2987,Bef Ang Mo Kio St 62,Ang Mo Kio St 64,103.84591573293088,1.38851043039698,55229,103028882
2988,Opp Sbst Ang Mo Kio Depot,Ang Mo Kio St 63,103.84831692135695,1.38576093943759,55231,103027046
2989,Sbst Ang Mo Kio Depot,Ang Mo Kio St 63,103.84804111102198,1.38699777800655,55239,103027042
2990,Aft Yio Chu Kang Rd,Lentor Ave,103.840319,1.389545,55241,103022202
2991,Bef Yio Chu Kang Rd,Lentor Ave,103.84068,1.389538,55249,104007902
2992,Countryside Est,Lentor Ave,103.83885575492444,1.39093600499761,55251,103105115
2993,Opp Countryside Est,Lentor Ave,103.838608,1.39143,55259,103105115
2994,Bullion Pk Condo,Lentor Ave,103.836929,1.39203,55261,103057178
2995,Opp Bullion Pk Condo,Lentor Ave,103.836298,1.39267,55269,103057174
2996,Aft SLE,Lentor Ave,103.8288132424982,1.39813695687252,55281,103073174
2997,LP 94,Lentor Ave,103.82903916367646,1.39844339285315,55289,103073174
2998,AMK Police Div HQ,Ang Mo Kio Ave 9,103.84445666701023,1.38425166698696,55301,103032794
2999,Opp AMK Police Div HQ,Ang Mo Kio Ave 9,103.844597,1.384084,55309,103032794
3000,Opp Yio Chu Kang Stadium,Ang Mo Kio Ave 9,103.84683966636786,1.38430357836038,55311,103027018
3001,Yio Chu Kang Stadium,Ang Mo Kio Ave 9,103.84678260704942,1.38408669861968,55319,103027018
3002,Opp Nanyang Poly,Ang Mo Kio Ave 8,103.84722527801875,1.37836333298131,55321,103000598
3003,Nanyang Poly,Ang Mo Kio Ave 8,103.84722527828754,1.37901970079676,55329,103000598
3004,Aft Lentor Gr,Lentor Loop,103.8371410383723,1.38692246241021,55331,103032383
3005,Aft Florissa Pk,Lentor Loop,103.83711644936152,1.38708225951205,55339,103032383
3006,Lentor Stn Exit 3,Lentor Dr,103.836684,1.384975,55341,103068987
3007,Lentor Stn Exit 5,Lentor Dr,103.8364930927339,1.38479144169995,55349,103068987
3008,Opp Fudu Wk P/G,Lentor Rd,103.83696395007934,1.3897367880855,55351,103028443
3009,Countryside Gdn P/G,Lentor Loop,103.83860500061256,1.38983685641152,55361,103028434
3010,Aft Lentor St,Lentor Loop,103.83440450730951,1.388614367271,55371,103031487
3011,Bef Bullion Pk,Lentor Loop,103.83624640000222,1.3899041699795,55381,103030610
3012,Yio Chu Kang Int,Ang Mo Kio Ave 8,103.8455558816965,1.38113241525166,55509,108003242
3013,Bef adana at thomson,Upp Thomson Rd,103.828321,1.36865,56011,103079455
3014,Bef Ang Mo Kio Ave 1,Upp Thomson Rd,103.828616,1.369486,56019,103074442
3015,Opp Sembawang Hills FC,Upp Thomson Rd,103.82843,1.372666,56021,103033414
3016,Bef Sembawang Hills Fc,Upp Thomson Rd,103.82870000002058,1.37359500001635,56029,103090718
3017,Bef Yio Chu Kang Rd,Upp Thomson Rd,103.82822527799024,1.37695666700099,56031,103071158
3018,Aft Yio Chu Kang Rd,Upp Thomson Rd,103.82848388900504,1.37673055602474,56039,103071162
3019,Opp Meadows @ Peirce,Upp Thomson Rd,103.827593,1.379094,56041,103079914
3020,Meadows @ Peirce,Upp Thomson Rd,103.82768833298778,1.37945638898658,56049,103079914
3021,Opp Tagore Rd,Upp Thomson Rd,103.82576395474278,1.38249472962714,56051,103067486
3022,Bef Tagore Rd,Upp Thomson Rd,103.82604547355083,1.38268805765919,56059,103067486
3023,Aft Tagore Dr,Upp Thomson Rd,103.822865,1.385154,56061,103107542
3024,Bef Tagore Dr,Upp Thomson Rd,103.82320879865532,1.38530499508514,56069,103107542
3025,Bef Old Upp Thomson Rd,Upp Thomson Rd,103.81964816646844,1.38717744383548,56071,103090819
3026,Aft Old Upp Thomson Rd,Upp Thomson Rd,103.81959791299872,1.38756640996273,56079,103090819
3027,Bef SLE,Upp Thomson Rd,103.818216,1.391569,56081,104007990
3028,Aft SLE,Upp Thomson Rd,103.8186110743666,1.39205091187219,56089,103090723
3029,Springleaf Stn Exit 3,Upp Thomson Rd,103.818459,1.3962,56091,103079042
3030,Springleaf Stn Exit 2,Upp Thomson Rd,103.8188299218487,1.39606817759915,56099,104007998
3031,Teachers' Housing Est,Yio Chu Kang Rd,103.82944083302412,1.37879833302094,56191,103078931
3032,Aft Thomson Hills Dr,Yio Chu Kang Rd,103.83003638899947,1.37892333298882,56199,103091079
3033,Aft Munshi Abdullah Ave,Yio Chu Kang Rd,103.83224759401024,1.38059381566563,56201,103079967
3034,Bef Thomson Hills Dr,Yio Chu Kang Rd,103.83240305645302,1.38031863295854,56209,103079967
3035,St. Nicholas Girls',Ang Mo Kio Ave 2,103.83320833301671,1.37199166697877,56241,103094870
3036,Opp St. Nicholas Girls',Ang Mo Kio Ave 2,103.8330111177188,1.37295831920319,56249,103023930
3037,Opp Horizon Gdns,Ang Mo Kio Ave 2,103.8344186109838,1.37637472203353,56251,103046670
3038,Horizon Gdns,Ang Mo Kio Ave 2,103.83484027799092,1.376844443968,56259,103051178
3039,Aft Ang Mo Kio Ave 2,Ang Mo Kio Ave 1,103.831724,1.367859,56261,103089563
3040,BEF Ang mo kio avenue 2,Ang Mo Kio Ave 1,103.83233403239235,1.36741835425889,56269,103104846
3041,Bef Shangri-La Wk,Ang Mo Kio Ave 2,103.83232655288832,1.37023167757252,56289,103032059
3042,Opp Springleaf Nature Pk,Upp Thomson Rd,103.81717214668784,1.40015725353057,57011,103083663
3043,Springleaf Nature Pk,Upp Thomson Rd,103.81734465881831,1.40056260892652,57019,103090746
3044,Forest Hills Condo,Sembawang Rd,103.81834244198308,1.40414074099185,57021,103074354
3045,Aft The Springside,Sembawang Rd,103.81862261343508,1.40396290628178,57029,103074354
3046,Nee Soon Driclad Ctr,Sembawang Rd,103.82012256385369,1.40705411971506,57031,103085735
3047,SPIRITUAL GRACE PRESBY CH,Sembawang Rd,103.8199872220186,1.40611750000192,57039,103079799
3048,Nee Soon HQ 22 SIB,Sembawang Rd,103.82192312004506,1.41069268256433,57041,103073707
3049,Opp Nee Soon HQ 22 SIB,Sembawang Rd,103.82233527798766,1.41082027802703,57049,103073707
3050,Aft Sembawang Air Base,Sembawang Rd,103.8233905,1.415206,57051,103085726
3051,Opp Sembawang Air Base,Sembawang Rd,103.82356549744377,1.41472777811863,57059,103085726
3052,Dieppe Barracks,Sembawang Rd,103.8245465,1.419905,57061,103107443
3053,Opp Dieppe Barracks,Sembawang Rd,103.82460551333595,1.4189659270404,57069,104008430
3054,Opp Khatib Camp,Sembawang Rd,103.8255225,1.424958,57071,103082866
3055,Khatib Camp,Sembawang Rd,103.82566793061788,1.42443860227619,57079,103082866
3056,Opp Blk 713,Sembawang Rd,103.82655472202664,1.42753611101756,57081,103081830
3057,Blk 713,Sembawang Rd,103.82685672676006,1.42740500891774,57089,103081830
3058,Opp Blk 101,Sembawang Rd,103.82654938929034,1.43123622644607,57111,103108975
3059,Blk 101,Sembawang Rd,103.82688773076856,1.43130257113028,57119,103108975
3060,Opp Blk 115B,Sembawang Rd,103.82631132424072,1.43345083292583,57121,103085703
3061,Blk 114,Sembawang Rd,103.82641445936883,1.43418656873084,57129,103085703
3062,Opp Jln Kemuning,Sembawang Rd,103.82529753316932,1.43808413802489,57131,103082695
3063,Aft Jln Kemuning,Sembawang Rd,103.8255962797174,1.43795662145081,57139,103082695
3064,Bef Upp Thomson Rd,Mandai Rd,103.8169622653191,1.40248255094729,57141,103030754
3065,Aft Upp Thomson Rd,Mandai Rd,103.81689548453724,1.40236816337763,57149,103030754
3066,Sembawang Int,Sembawang Vista,103.81941391689068,1.44748179252514,58009,103040016
3067,Opp Sembawang Shop Ctr,Sembawang Rd,103.82418746836298,1.44135611418225,58011,103081967
3068,Aft Sembawang Shop Ctr,Sembawang Rd,103.824719,1.44085,58019,103085906
3069,Opp The Nautical,Sembawang Rd,103.82367863032862,1.44324136994568,58021,104007950
3070,The Nautical,Sembawang Rd,103.82398509211036,1.44315919415772,58029,104003199
3071,Opp Canberra Dr,Sembawang Rd,103.8250487,1.4462869,58031,108002123
3072,Bef Canberra Dr,Sembawang Rd,103.8258,1.4467419,58039,103092643
3073,Blk 590C,Sembawang Rd,103.8268558037182,1.44939346470038,58041,108003410
3074,Opp Blk 590C,Sembawang Rd,103.82703542333944,1.44919525191106,58049,108003410
3075,Blk 592C,Sembawang Rd,103.82843083296738,1.45087972197488,58051,103081127
3076,Opp Blk 592C,Sembawang Rd,103.82866296034206,1.45079007708143,58059,103081127
3077,Opp Blk 101A,Sembawang Rd,103.83110625286092,1.45296423052616,58061,103083606
3078,Opp Durban Rd,Sembawang Rd,103.830428,1.452187,58069,103107415
3079,Bef Jln Basong,Sembawang Rd,103.83388976874676,1.45528422069638,58071,103073439
3080,Aft Jln Basong,Sembawang Rd,103.8338121885662,1.45500446219905,58079,103073439
3081,Opp Jln Janggus,Sembawang Rd,103.83594609403144,1.45825194403092,58081,103079423
3082,Aft Andrews Ave,Sembawang Rd,103.8365421699352,1.45873255930273,58089,103057394
3083,Sembawang Pk,Sembawang Rd,103.8379191742591,1.46211498021096,58091,103074318
3084,Opp Sembawang Pk,Sembawang Rd,103.837391,1.460299,58099,103081114
3085,Blk 311,Canberra Rd,103.82282277802054,1.44667277800811,58101,104010599
3086,Opp Blk 311,Canberra Rd,103.82309298513005,1.44667607916689,58109,103075070
3087,Blk 351 CP,Canberra Rd,103.82075231895968,1.45096272310028,58111,103086142
3088,Blk 502A,Canberra Rd,103.82102323159113,1.45099925490468,58119,103086142
3089,Blk 424A CP,Canberra Rd,103.81929476185202,1.45329115486737,58121,104009570
3090,Blk 508 CP,Canberra Rd,103.8198821920911,1.45284216119403,58129,104006998
3091,Aft Assyafaah Mque,Canberra Rd,103.82045999997707,1.4562533329966,58131,104005990
3092,Bef Assyafaah Mque,Canberra Rd,103.82074569870127,1.45637564424183,58139,104005990
3093,Sembawang Camp,Admiralty Rd West,103.81653183057892,1.463365158306,58141,103089531
3094,Opp Sembawang Shipyard G 8,Admiralty Rd West,103.81788921693168,1.46190359169667,58149,103089311
3095,Bef Sembawang Stn,Canberra Rd,103.82201343608212,1.44835904274406,58151,104010594
3096,Aft Admiral Hill,Canberra Rd,103.82235611868522,1.44821708737482,58159,104010594
3097,Bef Sembawang Shipyard G 3,Admiralty Rd West,103.82037350350512,1.46052755709037,58161,103109218
3098,Aft HomeTeamNS Sembawang Resort,Admiralty Rd West,103.82092447388442,1.45978696349073,58169,103089307
3099,Sembawang Corp Industries,Admiralty Rd West,103.823798831684,1.45890580814381,58171,103080603
3100,Opp Sembawang Corp Industries,Admiralty Rd West,103.82350997035716,1.45855645310428,58179,103085518
3101,Police Drv Circuit,Admiralty Rd West,103.82625715308492,1.45964275024639,58181,103085526
3102,Opp Police Drv Circuit,Admiralty Rd West,103.82601182603965,1.45915444426655,58189,103085526
3103,Aft Wellington Rd,Admiralty Rd East,103.82875514072089,1.45875202875202,58191,103085502
3104,OPP AUCKLAND ROAD WEST,Admiralty Rd East,103.82788431875926,1.4590501574168,58199,103085510
3105,Aft Queen'S Ave,Admiralty Rd East,103.8309899667324,1.45531234912714,58201,103087495
3106,Aft Pakistan Rd,Admiralty Rd East,103.83062638903208,1.45524083298775,58209,103087495
3107,Sembawang Stn,Sembawang Way,103.81979401898032,1.44926202582359,58211,103039331
3108,Opp Sembawang Stn,Sembawang Way,103.8199297231716,1.44953463697186,58219,108003510
3109,Blk 339 CP,Sembawang Way,103.81706577986397,1.44859264769928,58221,108001023
3110,Blk 358A CP,Sembawang Way,103.8168059210019,1.44875084068886,58229,103070687
3111,Sembawang Int/Opp Blk 315,Sembawang Vista,103.82018490260376,1.44722064601498,58241,103024255
3112,Blk 309,Sembawang Vista,103.8211855559986,1.44711722202289,58249,103096910
3113,Sun Plaza/Sembawang Stn,Sembawang Dr,103.81895207486828,1.44803148822713,58251,103042958
3114,Opp Sun Plaza,Sembawang Dr,103.81895151565972,1.44777267175187,58259,103042958
3115,VISIONAIRE,Canberra Link,103.82726305553976,1.44710213838584,58261,103088587
3116,OPP VISIONAIRE,Canberra Link,103.82761997468876,1.44702361616489,58269,103088587
3117,Blk 335,Sembawang Cres,103.81470654183288,1.44702783502401,58271,103096478
3118,Opp Blk 336A CP,Sembawang Cres,103.8145691865372,1.44658462255674,58279,103028802
3119,Sembawang Sec Sch,Sembawang Cres,103.8162666133863,1.4450136750226,58281,103096474
3120,Opp Sembawang Sec Sch,Sembawang Cres,103.81627162679553,1.44485960840447,58289,103096474
3121,Blk 317,Sembawang Dr,103.8199449173096,1.44579319988216,58291,103028734
3122,Blk 328,Sembawang Dr,103.81968463382916,1.44582915331137,58299,103028734
3123,3M Bldg,Gambas Ave,103.81055057568136,1.44485650594175,58301,103083919
3124,Opp 3M Bldg,Gambas Ave,103.81036650514451,1.44466063592056,58309,103083919
3125,Blk 354 CP,Sembawang Dr,103.81810459422104,1.4501979542693,58311,103070678
3126,Blk 357C,Sembawang Dr,103.81802192152004,1.44976933938251,58319,103070678
3127,Bet Blks 357/359,Admiralty Dr,103.81614518346868,1.45020573824638,58321,103028806
3128,Blk 474,Admiralty Dr,103.81655964918444,1.45050186875947,58329,103028806
3129,Blk 589D,Canberra Link,103.82397609690102,1.44974129560526,58331,103067619
3130,Opp Blk 589D,Canberra Link,103.82430573345592,1.44936138505812,58339,104004659
3131,Blk 405,Sembawang Dr,103.81687772159036,1.45267992935187,58341,103042050
3132,Blk 478,Sembawang Dr,103.8164234320766,1.45273139537549,58349,103042050
3133,Blk 483,Sembawang Dr,103.81491062256012,1.45593548683251,58351,103028822
3134,Opp Blk 484A CP,Sembawang Dr,103.81465411421148,1.45619440004203,58359,103096490
3135,Nth Link Bldg,Admiralty St,103.81270708997144,1.46118688481447,58361,103098262
3136,BEF ACACIA HME,Admiralty St,103.81206144667212,1.46077451756536,58369,103042004
3137,Bet Blks 325/326,Sembawang Cres,103.8190895319006,1.44449009584233,58371,103028791
3138,Opp Blk 325,Sembawang Cres,103.81900511225648,1.44428574142951,58379,103028791
3139,Blk 469B,Sembawang Way,103.81337787352544,1.44797049342873,58381,104001326
3140,Opp Blk 469B,Sembawang Way,103.8135666814871,1.44773992017207,58389,104001326
